entity_id,name,sanction_program
16642,"AKSYONOV, SERGEY VALERYEVICH",UKRAINE-EO13660
16646,"TAMADDON, MORTEZA",IRAN-TRA
16648,"KONSTANTINOV, VLADIMIR ANDREYEVICH",UKRAINE-EO13660
16649,"ROGOZIN, DMITRY OLEGOVICH",UKRAINE-EO13661
16651,"MANGOK, MARIAL CHANUONG YOL",SOUTH SUDAN
16655,"SURKOV, VLADISLAV YURIEVICH",UKRAINE-EO13661
16656,"GLAZYEV, SERGEY",UKRAINE-EO13661
16659,"KLISHAS, ANDREY ALEKSANDROVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16660,"MATVIYENKO, VALENTINA IVANOVNA",UKRAINE-EO13661] [RUSSIA-EO14024
16661,"MIZULINA, YELENA BORISOVNA",UKRAINE-EO13661] [RUSSIA-EO14024
16662,"SLUTSKY, LEONID EDUARDOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16663,"MEDVEDCHUK, VIKTOR",UKRAINE-EO13660
16664,"OZEROV, VIKTOR ALEKSEEVICH",UKRAINE-EO13661
16665,"DZHABAROV, VLADIMIR MIKHAILOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16666,"TIMCHENKO, GENNADY NIKOLAYEVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16667,"YAKUNIN, VLADIMIR IVANOVICH",UKRAINE-EO13661
16668,"ZHELEZNYAK, SERGEI VLADIMIROVICH",UKRAINE-EO13661
16669,"ROTENBERG, ARKADY ROMANOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16670,"MIRONOV, SERGEY MIKHAILOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16671,"ROTENBERG, BORIS ROMANOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16672,"BUSHMIN, EVGENI VIKTOROVICH",UKRAINE-EO13661
16673,"RYZHKOV, NIKOLAI IVANOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16674,"TOTOONOV, ALEKSANDR BORISOVICH",UKRAINE-EO13661
16675,"PANTELEEV, OLEG EVGENEVICH",UKRAINE-EO13661
16676,"FURSENKO, ANDREI ALEXANDROVICH",UKRAINE-EO13661
16677,"KOZHIN, VLADIMIR IGOREVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16678,"CHALIY, ALEKSEI MIKHAILOVICH",UKRAINE-EO13660
16680,"KOVALCHUK, YURI VALENTINOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16683,"SERGUN, IGOR DMITRIEVICH",UKRAINE-EO13661
16685,"CHEMEZOV, SERGEI",UKRAINE-EO13661] [RUSSIA-EO14024
16688,"IVANOV, SERGEI BORISOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16689,"GROMOV, ALEXEI ALEXEYEVICH",UKRAINE-EO13661] [ELECTION-EO13848
16690,"IVANOV, VICTOR PETROVICH",UKRAINE-EO13661
16691,"NARYSHKIN, SERGEY YEVGENYEVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16692,"SECHIN, IGOR IVANOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16708,"BABAKOV, ALEXANDER MIKHAILOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16709,"KOZAK, DMITRY",UKRAINE-EO13661
16710,"SKOCH, ANDREI VLADIMIROVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16712,"PUSHKOV, ALEXEI KONSTANTINOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16713,"BARROS, FRANCISCO DE FATIMA FREDERICO",SDNTK
16714,"VOLODIN, VYACHESLAV VICTOROVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16715,"ZIMA, PYOTR ANATOLIYOVYCH",UKRAINE-EO13660
16721,"YANUKOVYCH, OLEKSANDR VIKTOROVYCH",UKRAINE-EO13660
16723,"BOZIZE, FRANCOIS",CAR
16724,"ADAM, NOUREDDINE",CAR
16725,"MISKINE, ABDOULAYE",CAR
16727,"PEREZ OCAMPO, GERMAN ALBERTO",SDNTK
16728,"PEREZ OCAMPO, SANTIAGO",SDNTK
16733,"MUROV, EVGENIY ALEKSEYEVICH",UKRAINE-EO13661
16735,"STAVYTSKY, EDUARD ANATOLIYOVYCH",UKRAINE-EO13660
16737,"ARBUZOV, SERHIY",UKRAINE-EO13660
16740,"BARBATO, FRANCESCO",TCO
16744,"PANARO, NICOLA",TCO
16745,"PANARO, SEBASTIANO",TCO
16749,"SCHIAVONE, NICOLA",TCO
16750,"SCHIAVONE, VINCENZO",TCO
16752,"DJOTODIA, MICHEL",CAR
16753,"TEMIRGALIEV, RUSTAM ILMIROVICH",UKRAINE-EO13660
16755,"ZHEREBTSOV, YURIY GENNADIEVYCH",UKRAINE-EO13660
16757,"MEDVEDEV, VALERY KIRILLOVICH",UKRAINE-EO13660
16759,"MALYSHEV, MIKHAIL GRIGOREVICH",UKRAINE-EO13660
16760,"TSEKOV, SERHIY PAVLOVICH",UKRAINE-EO13660] [RUSSIA-EO14024
16762,"AZAROV, MYKOLA YANOVYCH",UKRAINE-EO13660
16764,"KLYUYEV, ANDRIY PETROVYCH",UKRAINE-EO13660
16774,"BELAVENCEV, OLEG EVGENYEVICH",UKRAINE-EO13661
16780,"CORADO PORTILLO, JENNY JUDITH",TCO
16813,"KARNER, ALENKA",SDNTK
16814,"KARNER, MATEVZ",SDNTK
16817,"HU, YONGAN",SDNTK
16818,"ZHANG, JICHENG",SDNTK
16819,"WANG, GUOYING",SDNTK
16855,"GHOLAMI, ALI",NPWMD] [IFSR
16856,"BOZORG, MARZIEH",NPWMD] [IFSR
16900,"LOUIE, DANIEL MAURICE",SDNTK
16901,"LOUIE, KEVIN GIM",SDNTK
16902,"LOUIE, FRANCINE DENISE",SDNTK
16903,"PRIMUS, TRAMAYNE JOHN",SDNTK
16910,"CHUOL, JAMES KOANG",SOUTH SUDAN
16912,"GADET, PETER",SOUTH SUDAN
16917,"NEVEROV, SERGEY IVANOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
16934,"MENYAILO, SERGEI IVANOVICH",UKRAINE-EO13660
16935,"PONOMARYOV, VYACHESLAV",UKRAINE-EO13660
16936,"KAUROV, VALERY VLADIMIROVICH",UKRAINE-EO13660
16938,"SAVELYEV, OLEG GENRIKHOVICH",UKRAINE-EO13661
16943,"PURGIN, ANDREY YEVGENYEVICH",UKRAINE-EO13660
16949,"KOZYURA, OLEG GRIGORIEVICH",UKRAINE-EO13660
16958,"PUSHILIN, DENIS",UKRAINE-EO13660
16960,"BESEDA, SERGEY",UKRAINE-EO13661
16961,"GIRKIN, IGOR VSEVOLODOVICH",UKRAINE-EO13660
16962,"BOLOTOV, VALERY",UKRAINE-EO13660
16966,"ECHEVERRI PAREJA, OSCAR ALONSO",SDNTK
16974,"GARCIA ARBOLEDA, EDWARD",SDNTK
16984,"BIDOGNETTI, FRANCESCO",TCO
16991,"AL-BADANI, SHAWKI ALI AHMED",SDGT
16992,"DELIMKHANOV, ADAM SULTANOVICH",TCO] [RUSSIA-EO14024
16993,"SCHIAVONE, FRANCESCO",TCO
16994,"GILL, MUHAMMAD HUSSEIN",SDGT
16995,"CHAUDHRY, NAZIR AHMAD",SDGT
17003,"QUISPE PALOMINO, VICTOR",SDNTK] [SDGT
17006,"ROMERO RODRIGUEZ, ALEXIS",SDNTK
17008,"BUSTAMANTE JARAMILLO, LUIS CARLOS",SDNTK
17009,"MEDINA DIAZ, HERMAN DE JESUS",SDNTK
17024,"BORODAY, ALEXANDER YURYEVICH",UKRAINE-EO13660] [RUSSIA-EO14024
17025,"MESA VALLEJO, JUAN CARLOS",SDNTK
17028,"HERNANDEZ GRISALES, JESUS DAVID",SDNTK
17029,"RAMIREZ GARCIA, FREYNER ALFONSO",SDNTK
17030,"MEDINA CARDONA, RUBIEL",SDNTK
17031,"GONZALEZ VASQUEZ, JULIAN ANDREY",SDNTK
17032,"ROJAS, EDINSON RODOLFO",SDNTK
17034,"AMHAZ, KAMEL MOHAMAD",SDGT
17036,"IBRAHIM, AYMAN",SDGT
17037,"ZEAITER, ALI",SDGT
17048,"DALE, ANDERS CAMEROON OSTENSVIG",SDGT
17049,"MUNOZ AGUDELO, DIEGO ALBERTO",SDNTK
17050,"RIOS LOPEZ, DIDIER DE JESUS",SDNTK
17063,"SHCHEGOLEV, IGOR OLEGOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
17066,"AL-ADNANI, ABU MOHAMMED",SDGT
17083,"BEZLER, IGOR NIKOLAYEVICH",UKRAINE-EO13660
17097,"DONKO, DEJAN",SDNTK
17117,"ISAZA SANCHEZ, FELIX ALBERTO",SDNTK
17118,"ISAZA SANCHEZ, NELSON DARIO",SDNTK
17119,"ARREDONDO ORTIZ, CARLOS ARTURO",SDNTK
17121,"QUISPE PALOMINO, JORGE",SDNTK] [SDGT
17122,"FLORES HALA, FLORINDO ELEUTERIO",SDNTK
17123,"RUDENKO, MIROSLAV VLADIMIROVICH",UKRAINE-EO13660
17146,"CABRERA SARABIA, FELIPE",SDNTK
17147,"CABRERA SARABIA, ALEJANDRO",SDNTK
17148,"CABRERA SARABIA, JOSE LUIS",SDNTK
17151,"BASIR, HAJI ABDUL",SDGT
17152,"RAHMAT, QARI",SDGT
17159,"ARAUJO URIARTE, ALEJANDRA",SDNTK
17160,"SHALAN, ABD AL NUR",SDGT
17163,"TSARYOV, OLEH ANATOLIEVICH",UKRAINE-EO13660
17164,"IQBAL, MUHAMMAD",SDGT
17166,"AL-'ANIZI, 'ABD AL-RAHMAN KHALAF 'UBAYD JUDAY'",SDGT
17174,"AL-AJMI, SHAFI SULTAN MOHAMMED",SDGT
17175,"AL-'AJMI, HAJJAJ FAHD HAJJAJ MUHAMMAD SHABIB",SDGT
17176,"NEKLYUDOV, DMITRY SERGEYEVICH",UKRAINE-EO13660
17177,"BEREZIN, FEDOR",UKRAINE-EO13660
17185,"ARIF, SAID",SDGT
17188,"KHRYAKOV, ALEXANDER",UKRAINE-EO13660
17189,"AL-'ALI, HAMID HAMAD HAMID",SDGT
17208,"AL-SHARIKH, ABDUL MOHSEN ABDULLAH IBRAHIM",SDGT
17213,"IMANIRAD, MOHAMMAD JAVAD",NPWMD] [IFSR
17214,"IMANIRAD, ARMAN",NPWMD] [IFSR
17215,"ZAKHARCHENKO, ALEXANDER",UKRAINE-EO13660
17225,"HOSSEINI, SAYYED JABAR",SDGT] [IFSR
17241,"KOZITSYN, NIKOLAI",UKRAINE-EO13660
17246,"SAVCHENKO, PETR",UKRAINE-EO13660
17256,"GUBAREV, PAVEL",UKRAINE-EO13660
17261,"POKLONSKAYA, NATALIA VLADIMIROVNA",UKRAINE-EO13660
17265,"ANTYUFEYEV, VLADIMIR",UKRAINE-EO13660
17267,"WOL, SANTINO DENG",SOUTH SUDAN
17268,"KHALIL, FAZL-UR REHMAN",SDGT
17270,"SHEIKH, MUHAMMAD NAEEM",SDGT
17272,"SHEIKH, UMAIR NAEEM",SDGT
17274,"PERSHADA, ANGGA DIMAS",SDGT
17275,"SUKIRNO, BAMBANG",SDGT
17276,"SANTOSO, WIJI JOKO",SDGT
17278,"KELMENDI, LIRIDON",SDNTK
17279,"IMAMOVIC, NUSRET",SDGT
17280,"SALEH, MOHAMMED ABDEL-HALIM HEMAIDA",SDGT
17281,"MARGOSHVILI, MURAD",SDGT
17282,"AL-ABSI, AMRU",SDGT
17283,"BATIRASHVILI, TARKHAN TAYUMURAZOVICH",SDGT
17284,"SALMAN, MAALIM",SDGT
17285,"AL-SHAMMARI, HAMAD AWAD DAHI SARHAN",SDGT
17286,"AL-FADHIL, 'ABD AL-AZIZ ADAY ZIMIN",SDGT
17287,"MUHAXHERI, LAVDRIM",SDGT
17290,"AL-BAKR, IBRAHIM 'ISA HAJJI MUHAMMAD",SDGT
17291,"'ABD AL-SALAM, 'ABD AL-MALIK MUHAMMAD YUSUF 'UTHMAN",SDGT
17292,"'ABD AL-SALAM, ASHRAF MUHAMMAD YUSUF 'UTHMAN",SDGT
17294,"BENGHALEM, SALIM",SDGT
17295,"DAUDOV, MAGOMED KHOZHAKHMEDOVICH",MAGNIT
17296,"AL-NAJDI, MUHANNAD",SDGT
17297,"FATEH, ABDESSAMAD",SDGT
17298,"HASAR, FATIH",SDGT
17300,"AZZOUZ, ABD AL-BASET",SDGT
17301,"ZDRILIUK, SERHII ANATOLIYOVYCH",UKRAINE-EO13660
17311,"KELMENDI, ELVIS",SDNTK
17312,"KELMENDI, DONATA",SDNTK
17314,"KELMENDI, BESNIK",SDNTK
17318,"ZALDOSTANOV, ALEKSANDR",UKRAINE-EO13660
17326,"MIHOUB, QUSAY",PAARSSR-EO13894
17354,"BILAKHIA, AZIZ MOOSA",SDNTK
17366,"MAWAFI, RAMZI",SDGT
17367,"SAID, KHAN",SDGT
17368,"AL-HUTHI, ABD AL-KHALIQ",YEMEN
17386,"AL HAKIM, ABDULLAH YAHYA",YEMEN
17387,"SALEH, ALI ABDULLAH",YEMEN
17426,"PLOTNITSKY, IGOR VENEDIKTOVICH",UKRAINE-EO13660
17427,"MOZGOVOY, ALEKSEY",UKRAINE-EO13660
17446,"ALAUDINOV, APTI KHARONOVICH",MAGNIT
17448,"MALOFEYEV, KONSTANTIN",UKRAINE-EO13660] [RUSSIA-EO14024
17467,"KARYAKIN, ALEXEI VYACHESLAVOVICH",UKRAINE-EO13660
17546,"GRIN, VICTOR YAKOVLEVICH",MAGNIT
17547,"STRIZHOV, ANDREI ALEXANDROVICH",MAGNIT
17615,"JANG, YONG SON",DPRK2
17616,"RYU, JIN",DPRK2
17617,"KIM, KWANG CHUN",DPRK2
17618,"KIM, KWANG YON",DPRK2
17619,"KIL, JONG HUN",DPRK2
17620,"JANG, SONG CHOL",DPRK2
17622,"KIM, SOK CHOL",DPRK2
17624,"KIM, KYU",DPRK2
17625,"YU, KWANG HO",DPRK2
17627,"KANG, RYONG",DPRK2
17667,"AL-ASHQAR, 'ABDALLAH",SDGT
17668,"FAZLULLAH, MAULANA",SDGT
17673,"GONZALEZ VALENCIA, ABIGAEL",SDNTK
17674,"OSEGUERA CERVANTES, RUBEN",SDNTK] [SDGT] [ILLICIT-DRUGS-EO14059
17686,"CUSPERT, DENIS MAMADOU",SDGT
17706,"GALLON HENAO, JUAN SANTIAGO",SDNTK
17727,"CARTAGENA BENITEZ, OCTAVIO",SDNTK
17747,"KHODAKOVSKYY, OLEKSANDR SERGEYEVICH",UKRAINE-EO13660
17748,"IVAKIN, YURIY VLADIMIROVICH",UKRAINE-EO13660
17753,"ABISOV, SERGEI",UKRAINE-EO13660
17754,"GUBAREVA, EKATERINA",UKRAINE-EO13660] [RUSSIA-EO14024
17760,"DUGIN, ALEKSANDR",UKRAINE-EO13660
17761,"KOVALENKO, ANDREY",UKRAINE-EO13660
17762,"KANISHCHEV, PAVEL",UKRAINE-EO13660
17763,"LYAGIN, ROMAN",UKRAINE-EO13660
17764,"KARAMAN, ALEKSANDR",UKRAINE-EO13660
17765,"RASHID BALUCH, ABDUL",SDGT
17766,"BOHATYRIOVA, RAISA VASYLIVNA",UKRAINE-EO13660
17771,"FAWAZ, FOUZI REDA DARWISH",SDGT
17788,"TAKEUCHI, TERUAKI",TCO
17789,"TAHINI, ABDALLAH ASAD",SDGT
17807,"HARINGHTON PADRON, KATHERINE NAYARITH",VENEZUELA
17808,"BENAVIDES TORRES, ANTONIO JOSE",VENEZUELA
17809,"NOGUERA PIETRI, JUSTO JOSE",VENEZUELA
17810,"GONZALEZ LOPEZ, GUSTAVO ENRIQUE",VENEZUELA
17812,"VIVAS LANDINO, MIGUEL ALCIDES",VENEZUELA
17816,"BERNAL MARTINEZ, MANUEL GREGORIO",VENEZUELA
17818,"PEREZ URDANETA, MANUEL EDUARDO",VENEZUELA
17848,"VALENZUELA VERDUGO, JORGE MARIO",SDNTK
17849,"FERNANDEZ VALENCIA, GUADALUPE",SDNTK
17868,"BRIONES RUIZ, ABEL",SDNTK
17869,"NIETO GONZALEZ, ROGELIO",SDNTK
17870,"BEATTIE DE BRIONES, MYRIAM SUSANA",SDNTK
17871,"BRIONES RUIZ, CLAUDIA AIDE",SDNTK
17872,"RUIZ DE BRIONES, MAGDALENA",SDNTK
17927,"AL HOUTHI, ABDUL MALIK",YEMEN
17928,"SALEH, AHMED ALI",YEMEN
17947,"ERAZO NOLASCO, EDUARDO",TCO
17948,"MENDOZA FIGUEROA, JOSE LUIS",TCO
17949,"CANALES RIVERA, ELMER",TCO
17967,"HARZI, ALI OUNI",SDGT
18007,"KARATE, MAHAD",SDGT
18008,"DIRIYE, AHMED",SDGT
18009,"MAZIOTIS, NIKOLAOS",SDGT
18010,"XIROS, CHRISTODOULOS",SDGT
18047,"AL-KA'BI, SA'D BIN SA'D MUHAMMAD SHARIYAN",SDGT
18048,"AL-KAWARI, 'ABD AL-LATIF BIN 'ABDALLAH SALIH MUHAMMAD",SDGT
18049,"FARAH, MELIAD",SDGT
18050,"HASSAN, HASSAN EL-HAJJ",SDGT
18051,"ATRIS, HUSSEIN",SDGT
18067,"ALVAREZ INZUNZA, JUAN MANUEL",SDNTK
18068,"OLIVAS CHAIDEZ, JOSE",SDNTK
18097,"SANCHEZ CARLON, DIANA MARIA",SDNTK
18107,"CAMACHO CAZARES, JENIFFER BEANEY",SDNTK
18108,"SANCHEZ CARLON, SILVIA ROMINA",SDNTK
18127,"TORRES GONZALEZ, FERNANDO",SDNTK
18132,"AMARAL AREVALO, WENDY DALAITHY",SDNTK
18135,"SHAMMOUT, ISSAM",SDGT] [IFSR
18218,"TABAJA, ADHAM HUSAYN",SDGT
18223,"FA'UR, HUSAYN ALI",SDGT
18224,"HEJEIJ, KASSEM",SDGT
18225,"JOK RIAK, GABRIEL",SOUTH SUDAN
18226,"DUAL, SIMON GATWECH",SOUTH SUDAN
18302,"PAANANEN, KAI",UKRAINE-EO13661
18303,"USACHEV, OLEG",UKRAINE-EO13661
18307,"KOLBIN, PETR",UKRAINE-EO13661
18310,"ROTENBERG, ROMAN BORISOVICH",UKRAINE-EO13661] [RUSSIA-EO14024
18313,"BULYUTIN, ANDREY",UKRAINE-EO13661
18314,"OMELCHENKO, ALEKSANDER",UKRAINE-EO13661
18323,"KURCHENKO, SERGEY VITALIEVICH",UKRAINE-EO13660
18344,"LAI, LEONARD",DPRK
18347,"HAQQANI, ABDUL AZIZ",SDGT
18348,"AQIL, IBRAHIM",SDGT
18349,"SHUKR, FU'AD",SDGT
18372,"FEO ALVARADO, ALVEIRO",SDNTK
18427,"YEKATOM, ALFRED",CAR
18428,"SOUSSOU, HABIB",CAR
18429,"YOUNOUS, OUMAR",CAR
18447,"AL 'ANABI, ABU 'UBAYDAH YUSUF",SDGT
18527,"MUSHTAHA, RAWHI",SDGT
18528,"SINWAR, YAHYA",SDGT
18529,"DEIF, MUHAMMED",SDGT
18530,"AL-ARURI, SALIH",SDGT
18531,"SALAH, MAHIR JAWAD YUNIS",SDGT
18535,"AL-AGHA, ABU UBAYDAH KHAYRI HAFIZ",SDGT
18547,"AWAN, PAUL MALONG",SOUTH SUDAN
18552,"HWANG, SU MAN",DPRK2
18554,"KIM, KYONG NAM",NPWMD
18555,"KO, TAE HUN",NPWMD
18556,"JANG, BOM SU",NPWMD
18557,"CHOE, SONG IL",NPWMD
18558,"KIM, JUNG JONG",NPWMD
18559,"JON, MYONG GUK",NPWMD
18570,"ZAPATA BERRIO, JORGE OSWALDO",SDNTK
18571,"MAYA RIOS, EDISON",SDNTK
18588,"AL-HARBI, NASIR MUHAMMAD 'AWAD AL-GHIDANI",SDGT
18589,"AL-RUMAYSH, MU'TASSIM YAHYA 'ALI",SDGT
18590,"LAABOUDI, MORAD",SDGT
18591,"AL-SHAWAKH, ALI MUSA",SDGT
18593,"AL-JABURI, SAMI JASIM MUHAMMAD",SDGT
18594,"ALJARBA, TARAD MOHAMMAD",SDGT
18595,"HUSSAIN, OMAR",SDGT
18596,"AL-KARMUSH, MUWAFFAQ MUSTAFA MUHAMMAD",SDGT
18600,"AL-SHA'IRI, HUSAYN AL-SALIHIN SALIH",SDGT
18601,"CHAD, MUSTAPHA",SDGT
18602,"NUR, MOHAMMED",SDGT
18603,"HELAL, MOUNIR BEN DHAOU BEN BRAHIM BEN",SDGT
18617,"BURITICA HINCAPIE, GEOVA",SDNTK
18619,"KHAN, HAFIZ SAEED",SDGT
18620,"FEBRIWANSYAH, TUAH",SDGT
18621,"IBRAHIM, MUHAMMAD SHOLEH",SDGT
18629,"MAHMOOD, AQSA",SDGT
18630,"JONES, SALLY-ANNE FRANCES",SDGT
18632,"KONIG, EMILIE",SDGT
18633,"CHERIF, PETER",SDGT
18634,"KHALIMOV, GULMUROD",SDGT
18635,"ALI HAKIM, BOUBAKER BEN HABIB BEN",SDGT
18637,"HAUCHARD, MAXIME",SDGT
18640,"ASELDEROV, RUSTAM",SDGT
18642,"GAZIYEV, TARKHAN ISMAILOVICH",SDGT
18643,"IZMAYLOV, SHAMIL",SDGT
18645,"MUTHANA, NASSER",SDGT
18646,"ERDOGAN, EMRAH",SDGT
18648,"CHATAYEV, AKHMED",SDGT
18650,"GUCHAYEV, ZAURBEK",SDGT
18651,"MUTHANA, ASEEL",SDGT
18652,"ATABIYEV, ISLAM SEIT-UMAROVICH",SDGT
18655,"TSYPLAKOV, SERGEY GENNADEVICH",UKRAINE-EO13660
18656,"DEYNEGO, VLADYSLAV NYKOLAYEVYCH",UKRAINE-EO13660
18657,"IOFFE, EDUARD A",UKRAINE-EO13661
18658,"KARAMYAN, VAKHTANG",UKRAINE-EO13661
18659,"CHERNYKH, TATIANA V",UKRAINE-EO13661
18660,"PENG, BO",SDNTK
18668,"RI, CHONG CHOL",DPRK2
18688,"AGHA, TOREK",SDGT
18848,"KIM, KWANG HYOK",DPRK2
18930,"CHERRI, ADEL MOHAMAD",SDGT
18940,"WAKED HATUM, NIDAL AHMED",SDNTK
18941,"WAKED FARES, ABDUL MOHAMED",SDNTK
18942,"WAKED HATUM, GAZY",SDNTK
18943,"WAKED HATUM, JALAL AHMED",SDNTK
18944,"WAKED HATUM, ALI",SDNTK
18957,"RUELAS TORRES, JOSE LUIS",SDNTK
18958,"RUELAS TORRES, GILBERTO",SDNTK
18959,"RUELAS AVILA, LEOBARDO",SDNTK
18960,"RUELAS AVILA, JOEL EFREN",SDNTK
18963,"ABDURAKHMANOV, MAGHOMED MAGHOMEDZAKIROVICH",SDGT
18969,"RIVERA SANDOVAL, HECTOR LIBRADO",SDNTK
18970,"ESPINOZA RODRIGUEZ, MARIA DE JESUS",SDNTK
18971,"BARRAZA ACEVES, JOSE CARLOS",SDNTK
18988,"KHURI, MUDALAL",PAARSSR-EO13894
18996,"HASWANI, GEORGE",PAARSSR-EO13894
19008,"TABACHNYK, DMYTRO VOLODYMYROVYCH",UKRAINE-EO13660
19029,"MURATOV, ALEKSEY VALENTINOVICH",UKRAINE-EO13660] [RUSSIA-EO14024
19030,"RODKIN, ANDREI NIKOLAEVICH",UKRAINE-EO13660
19035,"KOFMAN, ALEKSANDR IGOREVICH",UKRAINE-EO13660
19041,"NIKITIN, VASILIY ALEKSANDROVICH",UKRAINE-EO13660
19043,"OLSSON, SVEN ANDERS",UKRAINE-EO13661
19053,"KOZYAKOV, SERHIY",UKRAINE-EO13660
19099,"ANICHIN, ALEKSEY VASILYEVICH",MAGNIT
19128,"NGAIKOSSET, EUGENE BARRET",CAR
19129,"GAYE, HAROUN",CAR
19130,"WAKED DARWICH, MOHAMED ABDO",SDNTK
19133,"LAREDO DON JUAN, JOB",SDNTK
19135,"LAREDO DONJUAN, ISMAEL",SDNTK
19136,"LAREDO DONJUAN, RUBEN",SDNTK
19138,"BARRIOS HERNANDEZ, MERCEDES",SDNTK
19139,"GOMEZ VELAZQUEZ, DANIELA",SDNTK
19140,"REYNA FELIX, ISMAEL",SDNTK
19141,"MARCELO BARRAGAN, ANTONIO",SDNTK
19142,"LAREDO ESTRADA, ANDRES",SDNTK
19228,"NOOSHIN, SEYED MIRAHMAD",NPWMD] [IFSR
19229,"HASHEMI, SEYED MOHAMMAD",NPWMD] [IFSR
19230,"FARAHI, SAYYAD MEDHI",NPWMD] [IFSR
19231,"LIRA SOTELO, ALFONSO",SDNTK
19233,"LIRA SOTELO, JAVIER",SDNTK
19234,"LIRA SOTELO, ALMA DELIA",SDNTK
19237,"MUSAVI, SAYYED JAVAD",NPWMD] [IFSR
19250,"CHEN, MINGFU",NPWMD] [IFSR
19251,"FARGHADANI, RAHIMREZA",NPWMD] [IFSR
19252,"POURNAGHSHBAND, HOSSEIN",NPWMD] [IFSR
19268,"KIBIS, BORIS BORISOVICH",MAGNIT
19272,"URZHUMTSEV, OLEG VYACHESLAVOVICH",MAGNIT
19273,"LAPSHOV, PAVEL VLADIMIROVICH",MAGNIT
19274,"CHARARA, ALI YOUSSEF",SDGT
19328,"ANTONOV, YEVGENI YUVENALIEVICH",MAGNIT
19388,"NOUREDDINE, MOHAMAD",SDGT
19389,"ZAHER EL DINE, HAMDI",SDGT
19391,"ROBERTO ORELLANA, JOSE",TCO
19408,"ROMERO GARCIA, DANY BALMORE",TCO
19428,"HASSAN, ALI KHATIB HAJI",SDNTK
19448,"JUAYTHINI, HUSAYN",SDGT
19450,"AL-ZAHRANI, FAYSAL AHMAD 'ALI",SDGT
19488,"YU, CHOL U",DPRK2
19491,"RI, MAN GON",DPRK2
19494,"RI, YONG MU",DPRK2
19496,"HWANG, PYONG SO",DPRK2
19497,"PAK, YONG SIK",DPRK2
19498,"CHOE, CHUN-SIK",NPWMD
19499,"KANG, MUN-KIL",NPWMD
19529,"ESPINOZA AGUILAR, DIANA",SDNTK
19531,"KIM, SONG CHOL",NPWMD
19532,"SON, JONG HYOK",NPWMD
19533,"PAK, CHUN IL",DPRK2
19534,"HYON, GWANG IL",NPWMD
19535,"RUELAS AVILA, JESUS ANGEL",SDNTK
19536,"MONDACA AVILA, SIGI ALFREDO",SDNTK
19599,"SABOOR, ABDUL",SDGT
19600,"NOWBAHAR, ABDULLAH",SDGT
19609,"RI, WON HO",DPRK2
19610,"JO, YONG CHOL",DPRK2
19669,"SAFARASH, MUHAMMAD IJAZ",SDGT
19671,"NURISTANI, ABDUL AZIZ",SDGT
19680,"MCLINTOCK, JAMES ALEXANDER",SDGT
19689,"QAMAR, NAVEED",SDGT
19710,"MEADOWS, JOHN EDWARD",SDGT] [IFSR
19713,"ASHFIELD, JEFFREY JOHN JAMES",SDGT] [IFSR
19729,"ABDESLAM, SALAH",SDGT
19769,"GHAWIL, KHALIFA MOHAMED AHMED",LIBYA3
19791,"CHO, IL-U",DPRK2
19792,"O, CHONG OK",DPRK2
19793,"CHOE, CHANG PONG",DPRK2
19809,"AL-MUTAYRI, ABD AL-MUHSIN ZABIN MUTIB NAIF",SDGT
19811,"AL-'ANIZI, 'ABDALLAH HADI 'ABD AL-RAHMAN FAYHAN SHARBAN",SDGT
19829,"'AMMAR, SALMI SALAMA SALIM SULAYMAN",SDGT
19849,"ESSA, AGILA SALEH",LIBYA3
19850,"AL-ZAIDI, GHALIB ABDULLAH",SDGT
19869,"MAHAMED, MOSTAFA",SDGT
19891,"AL-QAYSI, NAYIF SALIH SALIM",SDGT
19909,"MUNOZ HOYOS, GERMAN",SDNTK
19910,"MUNOZ MEJIA, JONATHAN",SDNTK
19911,"MUNOZ HOYOS, CARLOS IVAN",SDNTK
19912,"MURILLO SALAZAR, CLAUDIA JULIETA",SDNTK
19929,"KONY, SALIM",CAR
19930,"KONY, ALI",CAR
19931,"MUNOZ MEJIA, ELIANA",SDNTK
19932,"MUNOZ MEJIA, JHONNY GERMAN",SDNTK
19969,"KHANANI, OBAID ALTAF",TCO
19970,"KHANANI, HOZAIFA JAVED",TCO
19991,"KHANANI, MUHAMMAD JAVED",TCO
